,date,content,score,version,thumbs,,,,,,,,,
3814,2021-06-24 17:28:38,O aplicativo está horrível cheio de problemas,1,2.2.0,0,,,,,,,,,
3815,2021-06-24 17:24:57,"Muito pior que o SIGEPE, ruim pra entrar, se baixar e voltar ao App ele fecha, mais lento... horrivel. Não mostra metade das informações do SIGEPE, não entendi o porquê do cancelamento",1,2.1.9,0,,,,,,,,,
3816,2021-06-24 17:07:50,Impossivel de fazer a validaçao facial.,1,2.2.0,0,,,,,,,,,
3817,2021-06-24 16:53:46,No app diz que CPF já tá cadastrado e tenta entrar em contato o número 121 não chama,1,2.2.0,0,,,,,,,,,
3819,2021-06-24 13:54:44,"Não consigo acessar minha conta O número de telefone e-mail não condiz com meu CPF. Na tentativa de recuperar minha conta, fui bloqueada no site. Estou indignada",1,2.2.0,0,,,,,,,,,
3820,2021-06-24 13:54:04,péssimo aplicativo,1,2.2.0,0,,,,,,,,,
3822,2021-06-24 13:11:55,Reconhecimento fácial horrível,1,2.2.0,0,,,,,,,,,
3823,2021-06-24 13:04:36,Não deu certo ou não completa o resultado 😔,1,2.2.0,0,,,,,,,,,
3825,2021-06-24 12:14:02,"Tem tudo pra ser um excelente app, mas na hora do reconhecimento facial não aceita, não completa a prova, então não serve ao que se propôs. Como fazer esta prova de vida pela internet a final de contas????",1,2.2.0,0,,,,,,,,,
3826,2021-06-24 04:43:57,Já tentei mais de 50 vezes não consigo... Já vi vídeo no YouTube e tudo mais ... No final sempre fala que a foto ou os dados estão incorretos ... Olha estão de parabéns ... Meta está atingida que seria atrapalhar todos que precisam desse reconhecimento,1,2.2.0,0,,,,,,,,,
3829,2021-06-24 03:12:53,"Impossível fazer a validação facial. Tentei várias vezes e no final dá identificação inválida. Precisa melhorar muito, principalmente para atender aos idosos.",1,2.2.0,0,,,,,,,,,
3831,2021-06-24 02:07:30,uma eternidade pra fazer a validação biométrica,1,2.2.0,0,,,,,,,,,
3832,2021-06-24 01:33:52,fotografia muito demorada,1,2.2.0,0,,,,,,,,,
3833,2021-06-23 22:49:16,Lixo de App,1,2.2.0,0,,,,,,,,,
3834,2021-06-23 20:17:30,péssimo o sistema de validação facial,1,2.2.0,0,,,,,,,,,
3835,2021-06-23 19:50:50,"Simplesmente um lixo não funciona, verificação facial horrível não funciona, não entendo porque avaliação tão alta sendo que não funciona absolutamente nada neste aplicativo.",1,2.2.0,0,,,,,,,,,
3836,2021-06-23 19:40:11,Péssima,1,2.2.0,0,,,,,,,,,
3837,2021-06-23 19:31:24,Lixo,1,2.2.0,0,,,,,,,,,
3839,2021-06-23 19:00:02,"Meu gov.br ,finalmente consegui fazer a validação facial ,porem tem um número d telefone cadastrado q ñ é meu + e após a validação diz q vai enviar código p/ o número cadastrado , mas se eu n tenho mais o número , como vou conseguir entrar no app ??????? E pq n tem como mudar o número cadastrado ? Poderia ter a opção d muda.lo ,ajudaria bastante ! Ou qm sabe adicionar o email? Ou quem sabe um telefone p/ nos cadastrar , ajuda ai ja q é tao necessário 😉",1,2.2.0,0,,,,,,,,,
3840,2021-06-23 18:58:22,"Gostaria de saber o porque da mudança de uma ferramenta que funcionava para essa, que ja mostrou a dificuldade de acesso as informações pelos servidores.",1,2.2.0,0,,,,,,,,,
3841,2021-06-23 18:41:56,Foram várias tentativas e só dá erro,1,2.2.0,0,,,,,,,,,
3842,2021-06-23 13:53:56,"Não consigo passar do cadastro da foto. Tentei inúmeras vezes, diz que vai usar a foto da habilitação, depois pede para tirar a minha foto, pra piscar, sorrir virar pra direita e esque e dá invalido. Um aplicativo que não funciona.",1,2.2.0,0,,,,,,,,,
3843,2021-06-23 13:33:52,identificação facial difícil para pessoas com idade avançada,1,2.2.0,0,,,,,,,,,
3844,2021-06-23 12:55:08,"A ferramenta de reconhecimento facial não está funcionando. Só na hora de recadastrar senha funcionou, depois, para consultas, só dá erro. Triste.",1,2.2.0,0,,,,,,,,,
3845,2021-06-23 12:54:30,"Eu não consigo fazer o meu cadastro porque só tenho biometria no meu título eleitoral, não tenho CNH, no entanto, o aplicativo só me dá opção de cadastrar a CNH. Não aparece a opção para cadastrar o título. Como ficam as pessoas que não possuem a CNH? Por favor, já que a biometria é confirmada pelo título ou pela CNH, então disponibilizem a opção para cadastrar o título.",1,2.2.0,0,,,,,,,,,
3846,2021-06-23 12:20:35,imposto é roubo,1,2.2.0,0,,,,,,,,,
3848,2021-06-23 11:14:36,péssimo,1,2.2.0,0,,,,,,,,,
3849,2021-06-23 10:58:16,Bom dia por favor. Não estou conseguindo recuperar senha. Nao envia o código de recuperação por email.,1,2.2.0,0,,,,,,,,,
3850,2021-06-23 10:47:55,Muito ruim o reconhecimento facial.,1,2.2.0,0,,,,,,,,,
3851,2021-06-23 03:19:59,Horrível... Nunca vi um pior que este. Não reconhece o rosto da pessoa. Quem fez tem que estudar mais T.I!!!,1,2.2.0,0,,,,,,,,,
3853,2021-06-23 02:27:21,"Péssimo, tentei recuperar minha conta todas as opções fica pedindo código de SMS , não tenho mais o número e qualquer pessoal recebeu, visto que as operadoras sempre aproveitam números inativos, e agora me fez ir a uma agência.",1,2.2.0,0,,,,,,,,,
3854,2021-06-23 01:05:10,"Não consegue se fazer a recuperação de conta , pois volta no início sozinho e não acontece nada",1,2.2.0,0,,,,,,,,,
3855,2021-06-23 00:52:11,O aplicativo é mais inútil que escada em casa de gigante.,1,2.2.0,0,,,,,,,,,
3856,2021-06-23 00:17:02,"Eu baixei o app já faz uma semana e ainda não consegui validar, a autenticação é horrivel não sei mais o que fazer com isso. Se alguém puder me ajudar tô ficando louco com isso",1,2.2.0,0,,,,,,,,,
3857,2021-06-22 23:22:44,"Software BURRO, So não deve ser mais BURRO que seus desenvolvedores. Todos brasileiros tem CNH? Não passo da validação se não tiver essa informação. É muito incompetência. Batata se perguntar se 200 milhões de pessoas tem CNH, muita incoerência, BURRICE PURA.",1,2.2.0,0,,,,,,,,,
3858,2021-06-22 23:15:22,Simplesmente não funciona! Como tudo que o governo provê como serviço.,1,2.2.0,0,,,,,,,,,
3859,2021-06-22 23:06:57,"App péssimo, já perdi as contas de quantas vezes fiz a leitura facial e não funciona!",1,2.2.0,0,,,,,,,,,
3860,2021-06-22 22:41:28,"esse aplicativo é péssimo, fiquei 2h tentando fazer o reconhecimento facial",1,2.2.0,0,,,,,,,,,
3861,2021-06-22 21:54:21,"sem praticidade,inegiciente",1,2.2.0,0,,,,,,,,,
3862,2021-06-22 21:29:17,"Claramente é algo feito pelo governo brasileiro! Eu fiz todos os passos da validação facial mas não consigo recuperar minha conta, o aplicativo simplesmente não faz nada depois que você conclui todos os passos. Outro problema é a câmera que fica tão escura quando se vai fazer a validação facial que eu não consigo ter noção de onde eu estou pois eu não consigo me ver. Parabéns pelo aplicativo 👏🏻 é vergonhosamente mal feito e tem todos os traços de ser algo feito pelo governo brasileiro.",1,2.2.0,2,,,,,,,,,
3864,2021-06-22 20:37:12,"Ao cadastrar a biometria, mesmo seguindo as orientações, ele fica carregando, mas sempre dá erro.",1,2.2.0,0,,,,,,,,,
3865,2021-06-22 20:31:47,"Não consigo entrar em meu cadastro ,pois não lembro a senha é o telefone utilizado e antigo",1,2.2.0,0,,,,,,,,,
3866,2021-06-22 20:29:25,Ruim,1,2.2.0,0,,,,,,,,,
3867,2021-06-22 20:26:29,Validação facial não funciona.,1,2.2.0,0,,,,,,,,,
3868,2021-06-22 19:55:49,o app é pessimo,1,2.2.0,0,,,,,,,,,
3869,2021-06-22 18:39:25,Se funcionasse seria uma maravilha... Já tentei todos os ambientes iluminado que vcs possam imaginar... Mas não tem jeito de reconhecer ..... governo.... Nada de novidade,1,2.1.9,0,,,,,,,,,
3870,2021-06-22 18:15:25,"O sistema de verificação facial é pouco inclusivo para o teste de vida. As pessoas fazer por aqui por terem limitações físicas. Tentei fazer o de meu Avô, porém não consegui devido o tempo, já que ele tem dificuldade para se movimentar por ter sofrido AVC.",1,2.2.0,1,,,,,,,,,
3871,2021-06-22 18:07:17,"Não está aceitando minha biometria facial. Aparece uma mensagem dizendo que não sou eu. Todas as formas não aceita. Que palhaçada é essa? Preciso resolver isso urgente, preciso acessar a página do encceja é não consigo. Será que é porque removi dois sinais que eu tinha no rosto? Como devo proceder nesse caso?",1,2.2.0,0,,,,,,,,,
3872,2021-06-22 17:56:55,sistema de validação precisa ser mais explicativo muito difícil de fazer,1,2.1.9,0,,,,,,,,,
3873,2021-06-22 17:41:41,Péssimo. Minha mãe tem Parkinson e não consegue realizar esses procedimentos requeridos. Será que o governo é tão incompetente que não observou que pessoas com doenças neurodegenerativas não conseguirão realizar esses procedimentos??? Só não dou ZERO porque não tem essa opção...,1,2.2.0,2,,,,,,,,,
3875,2021-06-22 17:28:16,Não posso usar o aplicativo por não ter CNH,1,2.2.0,0,,,,,,,,,
3876,2021-06-22 17:22:22,"Não presta , fiz meu cadrasto a dois anos com o número do celular antigo agora não pode muda mais o número, pra recuperar a senha, app sem opção",1,2.2.0,0,,,,,,,,,
3877,2021-06-22 16:58:19,"depois de quase 02 meses tentando, conseguir a aprovação facial",1,2.2.0,0,,,,,,,,,
3878,2021-06-22 16:51:40,Não gostei pois nem fiz cadastro já dizia q já estava cadrastado agora não consigo mais entrar no app,1,2.2.0,0,,,,,,,,,
3880,2021-06-22 15:28:55,horrível Não tem como acessar!! pra q número de final 52 q vai os sms?? onde cadastro meu número de telefone ??,1,2.2.0,0,,,,,,,,,
3881,2021-06-22 14:46:29,Impossível registrar o reconhecimento facial. Várias tentativas e sempre dá erro. Mais de um ano com o app e nunca consegui,1,2.2.0,0,,,,,,,,,
3882,2021-06-22 14:36:26,"O cadastro facial não funciona, sempre fica dando inválido",1,2.2.0,0,,,,,,,,,
3883,2021-06-22 14:28:56,Não se consegue fazer a biometria facial. Sempre diz que não é cadastrado. Horrível 😕,1,2.2.0,0,,,,,,,,,
3884,2021-06-22 14:24:48,Achei um absurdo. Não posso usar o aplicativo somente porque não possuo CNH!!!!,1,2.2.0,0,,,,,,,,,
3885,2021-06-22 13:59:46,Péssimo esse aplicativo,1,2.2.0,0,,,,,,,,,
3886,2021-06-22 13:50:07,Não estou conseguindo fazer a validação facial taco tudo certinho mais o App pede para tentar novamente,1,2.2.0,0,,,,,,,,,
3887,2021-06-22 13:25:53,Coisa ruim não tá lendo minha foto faço tudo direitinho,1,2.2.0,0,,,,,,,,,
3888,2021-06-22 13:19:07,A VALIDAÇÃO DO RECONHECIMENTO FACIAL ESTA QUASE IMPOSSÍVEL DE SER REALIZADO! ISSO PRECISA SER CORRIGIDO URGENTEMENTE!,1,2.2.0,0,,,,,,,,,
3889,2021-06-22 12:52:46,"validação facial para idosos não é funcional, pois a mobilidade prejudicada dificulta a realização dos movimentos solicitados e o aplicativo exige precisão e velocidade na execução destes movimentos tão,o que reitero ser extremamente difícil para idosos em determinadas situações... acabo de ter grande dificuldade com meu avô e por fim o aplicativo disse que estava indisponível o envio das imagens! não atende a demanda e pode ser considerado exclusivo e um dificultado do processo.",1,2.2.0,31,,,,,,,,,
3890,2021-06-22 11:52:41,"Muito ruim o aplicativo, sistema lenta e todo dia é uma luta pra tentar realizar a prova de vida",1,2.2.0,0,,,,,,,,,
3891,2021-06-22 11:51:19,Cadastraram um e-mail que não é o meu. Preciso de ajuda URGENTE!!!!,1,2.2.0,0,,,,,,,,,
3892,2021-06-22 11:27:58,Depos de um ano instalei esse aplicativo continua o mesmo lixo de sempre tentei várias vezes fazer a droga do cadastramento facial não funciona 2022 vai acabar esse incomodo tirar esse Guedes e Bolsonaro do poder só fazem lambança.,1,2.2.0,0,,,,,,,,,
3893,2021-06-22 11:09:28,ruim a foto da biometria,1,2.2.0,0,,,,,,,,,
3894,2021-06-22 04:39:18,Não funciona a validação facial... aff,1,2.2.0,0,,,,,,,,,
3895,2021-06-22 02:57:20,Péssima,1,2.2.0,0,,,,,,,,,
3896,2021-06-22 00:57:21,Não está gerando o código para validação.,1,2.2.0,0,,,,,,,,,
3897,2021-06-22 00:44:28,"Pessimo nao consigo resolver o problema esqueci a senha de acesso ,pede paea entrar por banco , menos por ema8l ou celular. O cod cr a mesma coisa . Um saco",1,2.2.0,0,,,,,,,,,
3898,2021-06-22 00:18:05,"N consigo passar da parte das fotos,quando termina de tirar as fotos,da erro,e nunca passa disso,mesmo dizendo q deu certo,aí carrega e depois da erro",1,2.2.0,0,,,,,,,,,
3899,2021-06-22 00:03:10,"O aplicativo que pra entrar pede dados da CNH pra uma pessoa que não tem CNH. Muito inteligente vocês, parabéns.",1,2.2.0,0,,,,,,,,,
3900,2021-06-21 23:35:39,"O app muito ruim. Muito complicado para recuperação de senha, principalmente na recuperação por número de telefone, pois meu caso não tenho mais o número e mesmo assim não há nenhuma forma de mudar o número ou pelo menos usar um email para recuperar senha, e no meu caso as outras opções tbm não tenho acesso. Revisem esse aplicativo, pois a maioria dos comentários que eu vi aqui é de reclamações.",1,2.2.0,3,,,,,,,,,
3901,2021-06-21 22:42:57,"O app faz uma exclusão social, pois há pessoas que não tem mobilidade com o pescoço. Existem pessoas como o meu pai, que possui limitações no corpo e não consegui fazer movimentos simples, como pede o app na hora da validação. Lembrem-se que pessoas acamadas, deficientes físicos, idosos com Alzheimer ou Parkinson não podem fazer isso.",1,2.2.0,24,,,,,,,,,
3902,2021-06-21 22:26:31,Corroborando todas as críticas já realizadas. Para idosos é um horror. Não funciona e não tem outra opção de envio.,1,2.2.0,0,,,,,,,,,
3903,2021-06-21 21:29:03,"Impossível a verificação facial, muito difícil , DESINSTALEI",1,2.2.0,0,,,,,,,,,
3904,2021-06-21 20:00:08,"Login correto, senha correta e nunca consigo entrar no app... Não sei o q fazer",1,2.2.0,0,,,,,,,,,
3905,2021-06-21 19:32:42,Eu n Estou conseguindo troca a minha senha porque eu n n tenho mais mail mais q eu coloquei,1,2.2.0,0,,,,,,,,,
3906,2021-06-21 19:16:37,"Não consigo acessar nada....diz que há divergências nos dados, diz que meu cpf não está cadastrado, e quando vou cadastrar diz que já estou cadastrada. Se tento corrigir ou atualizar cadastro, diz que tenho que responder um questionário e quando clico...volta pra página inicial, tô travada no aplicativo tanto nesse, quanto no do INSS e no da Carteira digital.......nada funcional",1,2.2.0,72,,,,,,,,,
3908,2021-06-21 17:35:15,Esqueci minha senha e nenhuma das formas de recuperação da certo. O SMS vai para um número q ñ utilizo mais e as outras opções são procedimentos atrás de instituição bancária onde ñ tenho vínculo. Pior que não tem nenhum suporte pra tentar resolver isso e agora não consigo acessar minha conta.,1,2.2.0,0,,,,,,,,,
3909,2021-06-21 17:14:15,"péssimo, pio impossível",1,2.2.0,0,,,,,,,,,
3910,2021-06-21 16:38:50,"Esse aplicativo não funciona, não reconhece a foto",1,2.2.0,0,,,,,,,,,
3911,2021-06-21 16:19:43,típico aplicativo do governo,1,2.2.0,0,,,,,,,,,
3912,2021-06-21 15:56:22,"Horrível, não aparece a opção email para enviarem o código para alteração de senha",1,2.2.0,0,,,,,,,,,
3913,2021-06-21 15:52:01,bom,1,2.2.0,0,,,,,,,,,
3915,2021-06-21 13:08:47,Não funciona. Erro bug,1,2.2.0,0,,,,,,,,,
3917,2021-06-21 07:37:31,"Péssimo. Toda vez que vc entra tem q fazer validação facial, além de entrar com sua senha.. impraticável e tbm impreciso. Nem pra transferir dinheiro banco exige isso.",1,2.2.0,0,,,,,,,,,
3918,2021-06-20 23:48:50,"Defeito na validação de reconhecimento facial, não cadastrei e ainda exige que faça, após terminar retorna erro falando que não foi encontrado para meu cadastro",1,2.2.0,0,,,,,,,,,
3919,2021-06-20 23:22:57,"o SIGEPE foi desativado mas no SouGov não tem como acessar informações tais como contracheque, férias, consignação. Socorro!!!!!",1,2.2.0,0,,,,,,,,,
3920,2021-06-20 23:02:34,validação facial muito rápida e precisa de muita luz no rosto para validar,1,2.2.0,0,,,,,,,,,
3922,2021-06-20 18:59:07,muito chato,1,2.2.0,0,,,,,,,,,
3924,2021-06-20 18:32:26,"eu achei ruim por causa da complexidade do reconhecimento facial, se fosse uma pessoa mais idosa teria dificuldades",1,2.2.0,0,,,,,,,,,
3926,2021-06-20 15:09:01,Péssimo,1,2.2.0,0,,,,,,,,,
3927,2021-06-20 14:51:48,péssimo aplicativo. validação facial não è possível para idosos.,1,2.2.0,0,,,,,,,,,
3928,2021-06-20 12:49:52,fiz tudo e veio a mensagem de que não pode ser enviada no momento.,1,2.2.0,0,,,,,,,,,
3931,2021-06-20 01:19:29,"Tou ajudando minha mãe a fazer a prova de vida digital, mas sem êxito. Liguei pra central e mandaram o passo a passo. Só que qdo abro o meu gov, vai direto pro reconhecimento facial e não para a autorização do app como está na cartilha. Como faço? Como consigo a autorização? Detalhe, ela é servidora pública federal aposentada e não do INSS. Os amigos dela tb vêm tentando e nada. Por favor, respondam, estamos receosas em ter que ir à CAIXA, sempre lotada, qdo chegamos a 500.000 mortos. Grata.",1,2.2.0,74,,,,,,,,,
3933,2021-06-19 22:11:46,muita burocracia pra acessar um app tosco desses.,1,2.2.0,0,,,,,,,,,
3934,2021-06-19 22:05:43,Aplicativo horrível,1,2.2.0,0,,,,,,,,,
3935,2021-06-19 21:59:58,"Péssimo, parece o APP Meu INSS, que também não funciona pra nada. Eu tentei tirar a foto umas 5 vezes, minha esposa tentou tirar a minha foto mais umas 3 vezes. Tenho biometria do título de eleitor, CNH. Já autentiquei minha identidade em vários bancos. O Estado sempre é mais complicado. Serviço público físico sempre foi ruim, fico imaginando como será pela internet. O APP Meu INSS, já mostrou que Estado vai demorar muito para chegar a algum objetivo positivo. NÃO FUNCIONA: 19/06/2021",1,2.2.0,3,,,,,,,,,
3936,2021-06-19 21:02:56,"tentei não consegui. Descontada em R$424,00 mesmo estando com atestado. uma droga,",1,2.2.0,0,,,,,,,,,
3937,2021-06-19 19:08:18,Sem opção de trocar o telefone para recuperação de senha,1,2.2.0,0,,,,,,,,,
3938,2021-06-19 17:51:09,muitos problemas e difícil acesso,1,2.2.0,0,,,,,,,,,
3939,2021-06-19 17:35:56,não consigo realizar as solicitações da erro direto ja tentei mas de dez vezes,1,2.2.0,0,,,,,,,,,
3941,2021-06-19 17:22:36,reconhecimento facial digicil de fazer.,1,2.2.0,0,,,,,,,,,
3943,2021-06-19 16:45:28,prova de vida não está funcionando,1,2.2.0,0,,,,,,,,,
3944,2021-06-19 16:33:42,"Fiz o cadastro no meugv.br, porem, quando vou fazer a prova de vida acessando o Meu INSS, dá a mensagem ""Ocorreu um erro ao buscar seus dados"", o sistema não funciona. Estou há 4 horas tentando sem sucesso.",1,2.2.0,0,,,,,,,,,
3945,2021-06-19 16:32:46,validação facial uma luta,1,2.2.0,0,,,,,,,,,
3949,2021-06-19 11:05:57,Péssimo,1,2.2.0,0,,,,,,,,,
3951,2021-06-19 01:23:00,Pessimooo....nao consegui fazer a biometria facial,1,2.2.0,0,,,,,,,,,
3953,2021-06-19 00:48:09,Não funciona. Pede CNH pra validar nem carro tenho só pra constar péssimo.,1,2.2.0,0,,,,,,,,,
3954,2021-06-18 23:33:02,Política de segurança pedindo número da CNH quem não tem CNH faz como? CNH não pode ser usado como documento principal para confirmação.,1,2.2.0,0,,,,,,,,,
3955,2021-06-18 22:57:52,"Péssimo, é praticamente impossível fazer a validação facial, pedem para a pessoa sorrir, piscar os olhos, dançar, pular, e depois dizem que foi inválido.",1,2.1.9,0,,,,,,,,,
3956,2021-06-18 22:30:59,"Péssimo, nunca tinha instalado precisei estalar estão pedindo uma senha a qual eu nunca tive acesso, eu tento recuperar a conta e não consegui.",1,2.2.0,0,,,,,,,,,
3957,2021-06-18 22:22:57,Verdadeiro lixo,1,2.2.0,0,,,,,,,,,
3959,2021-06-18 21:05:45,Pesimo tento me cadastrar e diz que estou cadastrado . Sendo que nunca tinha me cadastrado antes . Agora tento recuperar a conta e não consigo pq tem um e-mail cadastrado que não é meu.,1,2.2.0,0,,,,,,,,,
3960,2021-06-18 20:31:00,complicado já tentei varias vezes e nada faço tudo e diz que cpf ou senha estõ errada,1,2.2.0,0,,,,,,,,,
3961,2021-06-18 20:19:02,O pior app que existe.,1,2.2.0,0,,,,,,,,,
3962,2021-06-18 19:46:42,"Fiz todas as fotos lado direito ,lado esquerdo,frente sorrindo , aproximar mais o rosto depois de tirar minhas fotos fala que deu erro ou não pode concluir o cadastro/prova de vida para voltar mais tarde. Isso está sendo uma provação para mim e olha que sou totalmente Digital tenho cursos e treinamentos de internet.",1,2.2.0,4,,,,,,,,,
3964,2021-06-18 18:50:32,"Estou há dias tentando a prova de vida. Liguei pra central, mandaram um passo a passo que não é igual ao do app, pois no meu gov já me jogam direto pro reconhecimento e não me pedem as autorizações. Assim, não consigo fazer. Aliás, nem a central sabe, pois só mandam a cartilha por e-mail. Não quero ir ao banco fazer algo simples e correr riscos, por causa da alta contaminação no país. Onde eu vou, no app pra conseguir a autorização? Sou servidora pública federal aposentada. Não sou do INSS.",1,2.2.0,0,,,,,,,,,
3965,2021-06-18 18:49:53,Não conseguir entra na minha conta já fiz de tudo,1,2.2.0,0,,,,,,,,,
3966,2021-06-18 18:25:54,"não consigo acessar pois não me lembro da senha a aopcao de email não aparece pra mim eo telefone cadastro nao tenho mais , e não sei mais o que fazer pra correr ninguém pra te da um auxílio",1,2.2.0,0,,,,,,,,,
3967,2021-06-18 18:10:57,Difícil de acessar. pouco amigável. Horrível,1,2.2.0,0,,,,,,,,,
3968,2021-06-18 18:05:36,cadê meus contracheques? eu preferia o Sigep,1,2.2.0,0,,,,,,,,,
3971,2021-06-18 15:45:03,Muito ruim a identificação facial não funciona só faz passar raiva . Prova de vida e a biometria tem ser vídeo conferência no celular ou computador com uma pessoa atendendo.,1,2.2.0,0,,,,,,,,,
3972,2021-06-18 15:02:35,gostei,1,2.2.0,0,,,,,,,,,
3973,2021-06-18 14:49:52,reconhecimento facial horrível,1,2.2.0,0,,,,,,,,,
3974,2021-06-18 14:49:07,"A validação facial não tá funcionando, a pessoa faz os passos mas não vai, um dia já tentando.",1,2.2.0,0,,,,,,,,,
3975,2021-06-18 14:44:45,"Preciso fazer minha prova de vida mas esse Meu gov não me habilita para continuar ,fica pedindo CNH, não tenho carro , não dirijo e nem tenho CNH. Como resolver essa questão.? Tenho biomettia facial no Detran mas para carteira de identidade e no TRE qdo votei em 2018, estão no SouGov. Era para entrar o CPF como é pedido.",1,2.2.0,0,,,,,,,,,
3977,2021-06-18 14:09:12,"Não funciona! Pede para virar a cabeça pra todo lado, pisca, sorria. Fica parecendo um doido na rua e no final ainda não abre. Não teria como volta o antigo aplicativo para consulta de contra cheque?",1,2.2.0,0,,,,,,,,,
3978,2021-06-18 13:25:14,Super dificil,1,2.2.0,0,,,,,,,,,
3979,2021-06-18 12:00:03,"Horrível, não consigo acessar nada",1,2.2.0,0,,,,,,,,,
3980,2021-06-18 11:48:02,NÃO FONCIONA MUITO FRACO PERDA DE TENPO.,1,2.2.0,0,,,,,,,,,
3981,2021-06-18 09:59:31,Carteira digital,1,2.2.0,0,,,,,,,,,
3982,2021-06-18 04:34:25,"Péssimo, nem inicia o acesso 👎👎👎",1,2.2.0,0,,,,,,,,,
3983,2021-06-18 03:53:31,"O apk não está nem lendo o cadastro quanto a validação de senha,consertem isso precisamos usar o apk😞",1,2.2.0,0,,,,,,,,,
3985,2021-06-17 22:27:47,não funciona,1,2.2.0,0,,,,,,,,,
3986,2021-06-17 22:15:05,"Enganação, que vergonha fazer o povo de idiota 😡",1,2.2.0,0,,,,,,,,,
3987,2021-06-17 22:13:50,Esse app é um lixo nunca entrei nele e fica dizendo que já tenho cadastro e não funciona dando erro,1,2.2.0,0,,,,,,,,,
3990,2021-06-17 20:19:37,Ser obrigado a ter CNH pra acessar o aplicativo é um absurdo. E quem não tem CNH?,1,2.2.0,0,,,,,,,,,
3991,2021-06-17 20:05:12,"Péssimo. Não se consegue mais fazer a validação biométrica. Eu já tinha feito ano passado. Agora está pedindo novamente, mas não se consegue. Quero saber se o setor de TI vai conseguir resolver esse ""bug""! Será que são capaz de resolver? Pelo tempo que está dando esse erro acho que vão ter que fazer um novo concurso ou contratar alguma empresa que tenha um TI capacitado! É vergonha! Infelizmente só se consegue avaliar selecionando pelo menos uma estrela. Tinha que ter outra opção sem estrela.",1,2.2.0,7,,,,,,,,,
3992,2021-06-17 19:58:05,"Câmera do aplicativo péssima, a da caixa econômica é superior pra verificação biométrica.",1,2.2.0,0,,,,,,,,,
3993,2021-06-17 19:57:08,Péssimo! Coloca essa validação facial sendo que não presta. Completa e volta pra login. Tenta novamente e da erro. Nunca finaliza e não pode acessar se não completar essa etapa mal programada.,1,2.2.0,2,,,,,,,,,
3994,2021-06-17 19:50:06,"Aplicativo não funciona,loguei coloquei senha nova e não funciona após novas tentativas diz que fui bloqueado,tudo conforme manda eu fiz e não funciona,e outras vezes já tentei e não adianta",1,2.2.0,0,,,,,,,,,
3996,2021-06-17 19:09:51,"Foi péssima eu c Não consigp acessar nada pois da como se eu tivesse cadastrada, porém eu não lembro a senha de nda e também não tem como você fazer alguma alteração cadastral muito chateada",1,2.2.0,0,,,,,,,,,
3997,2021-06-17 18:35:10,"Não consigo entrar,fazer cadastro pois o reconhecimento facial não funciona, é uma vergonha esse aplicativo",1,2.2.0,0,,,,,,,,,
3998,2021-06-17 18:34:47,"Reconhecimento facial não funciona e quando faz a leitura, volta a tela de login do aplicativo. É complicado efetuar a prova de vida para o INSS, para uma pessoa maior de 80 anos, com dificuldades de locomoção e comorbidades, que está em uso continuo de oxigenio, não podendo se locomover.",1,2.2.0,21,,,,,,,,,
3999,2021-06-17 18:10:21,"Péssimo. Tentei várias vezes fazer o cadastro da minha tia e só dá erro, mesmo colocando todos os dados ... Nunca completa o cadastro. E quem sofre os idosos por passar por essa situação.",1,2.2.0,1,,,,,,,,,
4000,2021-06-17 18:08:35,"Patético, simplesmente, o aplicativo não condiz com o mesmo que aparece no site do governo, muito menos nas fotos aqui no google play...",1,2.2.0,0,,,,,,,,,
4001,2021-06-17 17:30:09,"Tô dando uma estrela porque se eu pudesse eu dava -5 estrelas, já validei tanto o meu rosto nesse app que até o presidente viu",1,2.2.0,0,,,,,,,,,
4003,2021-06-17 15:53:18,"Fiz o procedimento com minha mãe, ela não tem CNH. Fazemos quando tá quase para dar certo. Da inválido. Perda de tempo isso, só pode. Qual o motivo do governo complicar tanto?",1,2.2.0,0,,,,,,,,,
4004,2021-06-17 15:41:31,"Muito insatisfeita cm o app , to a dias tentando entrar e sempre diz senha errada, vou la e troco a senha e mesmo assim nao vai",1,2.2.0,0,,,,,,,,,
4006,2021-06-17 15:20:30,Não consigo fazer a recuperação da senha para o meu pai.,1,2.2.0,0,,,,,,,,,
4007,2021-06-17 15:09:52,Péssimo.,1,2.2.0,0,,,,,,,,,
4008,2021-06-17 15:01:43,Tentando fazer validação biométrica sem sucesso. Aplicativo com muitos problemas.,1,2.2.0,0,,,,,,,,,
4009,2021-06-17 15:01:05,"Toda vez que vou fazer a verificação biometria facial, diz VERIFICAÇÃO BIOMETRICA INVALIDA, a foto ou os dados estao incorretos. Isso já faz uns 2 meses que acontece e não consigo realizar a verificação biometria. Teria que ter uma opção de para corrigir o problema.",1,2.2.0,1,,,,,,,,,
4011,2021-06-17 14:55:18,"Estou tentando recuperar minha senha mais não consigo porque aparece um email que não é meu e um número de telefone que não é meu tbm, queria saber como faço pra resolver isso",1,2.2.0,0,,,,,,,,,
4012,2021-06-17 14:51:06,Simplesmente não consigo fazer nada com esse aplicativo pois ele exige uma validação facial que é difícil de fazer e no final ainda diz que meu próprio rosto é invalido. Resumindo: enquanto não aprimorarem a validação facial o app será inútil .,1,2.2.0,3,,,,,,,,,
